block_number,transaction_index,transaction_hash,address,slot,from_value,to_value,chain_id
18732000,24,0x3a5c416e1bfb01f54a938876f6a6af7044d47217a96161f6b1b66e0485198f10,0xec7a1a2896d4b9d7014fa7be2aa936c8a76a8072,0x0000000000000000000000000000000000000000000000000000000000000008,0x657144fb00000000000773f77dd65083901d000000013fe5b94d1d04c7db3582,0x657148430000000000076c6b9e617b6209af00000001412be4e350349df7bd82,1
18732000,24,0x3a5c416e1bfb01f54a938876f6a6af7044d47217a96161f6b1b66e0485198f10,0xec7a1a2896d4b9d7014fa7be2aa936c8a76a8072,0x0000000000000000000000000000000000000000000000000000000000000009,0x000000000000000000000000000000001bc030d67d60bf4eff00032fab1f7898,0x000000000000000000000000000000001bc04468826e5ccd055a94f7078160a0,1
18732000,24,0x3a5c416e1bfb01f54a938876f6a6af7044d47217a96161f6b1b66e0485198f10,0xec7a1a2896d4b9d7014fa7be2aa936c8a76a8072,0x000000000000000000000000000000000000000000000000000000000000000a,0x000000000000000000000000016fe0eade4ab5b943b0131067c2bc206f97f837,0x000000000000000000000000016fe177b4c2b4326bcd8ff801e5a571dcdf742f,1
18732000,27,0x51a53492b375e98d8358a2c4b4644e1e5774816be2a78a66bbe829a86ecd38e2,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0x50a9d82edc25204308cf4a3c6349f770ffe19d6476b284fefdf3837e1d0b9e8c,0x0000000000000000000000000000000000000000000000a317c8579be8488000,0x0000000000000000000000000000000000000000000000000000000000000000,1
18732000,27,0x51a53492b375e98d8358a2c4b4644e1e5774816be2a78a66bbe829a86ecd38e2,0xbbbbca6a901c926f240b89eacb641d8aec7aeafd,0xe3b8af9ceb925f499bed44a7cbad61367798c5ea2e45ad93dc76883d96964d95,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000a317c8579be8488000,1
18732000,28,0x4ee95f3315b17b64cacb530bbb80d54d50482efa8d8c7821fb1631a7d07c7acc,0x32400084c286cf3e17e7b677ea9583e60a000324,0x0000000000000000000000000000000000000000000000000000000000000011,0x0000000000000000000000000000000000000000000000000000000000299837,0x0000000000000000000000000000000000000000000000000000000000299838,1
18732000,28,0x4ee95f3315b17b64cacb530bbb80d54d50482efa8d8c7821fb1631a7d07c7acc,0x32400084c286cf3e17e7b677ea9583e60a000324,0x4756f8e689cecd038133732a42b029bfd06c6a0f11e25b8e8f6a4075217f9e40,0x0000000000000000000000000000000000000000000000000000000000000000,0xe34f85557e871cd18975ecbd8077263853b2674476a1c6e935ba68d4a54e0280,1
18732000,28,0x4ee95f3315b17b64cacb530bbb80d54d50482efa8d8c7821fb1631a7d07c7acc,0x32400084c286cf3e17e7b677ea9583e60a000324,0x4756f8e689cecd038133732a42b029bfd06c6a0f11e25b8e8f6a4075217f9e41,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000065714843,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x0000000000000000000000000000000000000000000000000000000000000005,0x00000000000000000000000000000000000000000000000000020b552f535956,0x00000000000000000000000000000000000000000000000000020b85addf0704,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x0000000000000000000000000000000000000000000000000000000000000006,0x00000000000000000000000000000000000000000000000000020c1d75141ab8,0x00000000000000000000000000000000000000000000000000020c7bba53f86f,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x0000000000000000000000000000000000000000000000000000000000000007,0x0000000000000000000000000000000000000000000000000000000065714753,0x0000000000000000000000000000000000000000000000000000000065714843,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x000000000000000000000000000000000000000000000000000000000000001a,0x000000000000000000000000000000000000000000000056c0b9677ff1356f27,0x000000000000000000000000000000000000000000000056c1478349b0396f27,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x000000000000000000000000000000000000000000000000000000000000001b,0x0000000000000000000000000000000000000000000244ee586deec97e97d225,0x0000000000000000000000000000000000000000000244ea95d2b36d9cc519aa,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x000000000000000000000000000000000000000000000000000000000000001c,0x0000000000000000000000000000000000000000000000a63a62bd417b3ee208,0x0000000000000000000000000000000000000000000000a63a6354037466fdf0,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x000000000000000000000000000000000000000000000000000000000000001e,0x0000000000000000000000000000000000000000000000000ec3060feb35b956,0x0000000000000000000000000000000000000000000000000ec306169cdecf36,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x000000000000000000000000000000000000000000000000000000000000001f,0x0000000000000000000000000000000000000000000000000ec3060feb35b956,0x0000000000000000000000000000000000000000000000000ec306169cdecf36,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0x322135dd9cbae8afa84727d9ae1434b5b3eba44b,0x0000000000000000000000000000000000000000000000000000000000000020,0x0000000000000000000000000000000000000000000000000e520d10739e15ea,0x0000000000000000000000000000000000000000000000000e520d1a17a64f07,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0xb34e1a3d07f9d180bc2fdb9fd90b8994423e33c1,0x0000000000000000000000000000000000000000000000000000000000000008,0x000000000000000000000000000000000000000000000d9a10b54f97b3561b80,0x000000000000000000000000000000000000000000000d9a10b87d6bedee8cf3,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0xb34e1a3d07f9d180bc2fdb9fd90b8994423e33c1,0x13922dd0cbb79ab56dc5b7aaa4af0fc65f863f74ddc1c173237a14a1925cf85c,0x00000000000000000000000000000000000000000000000e6066cb69e32935fa,0x00000000000000000000000000000000000000000000000e6069f93e1dc1a76d,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0xda47862a83dac0c112ba89c6abc2159b95afd71c,0xb91d82440b1690db31c245991ecc904b4383b16b24c195115a91e05a7f3265d3,0x0000000000000000000000000000000000000000000244ee586deec97e97d225,0x0000000000000000000000000000000000000000000244ea95d2b36d9cc519aa,1
18732000,32,0xd615e9346952342bc9930ea32e3ab9b9b7eb0fd577c1a4b1c5088ba23594709b,0xda47862a83dac0c112ba89c6abc2159b95afd71c,0xf6a902b81bb9d5155b77b17a2d240a9a852115e5eb176ba8c23f515cc7334e61,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000000000000000000000000003c29b3b5be1d2b87b,1
18732000,33,0xb87043338e7d2e4bfc3ae3f5ba403481c591ba00e4b3c05f30440cae6c78a0e4,0xdac17f958d2ee523a2206206994597c13d831ec7,0xa51e82dba8e3b0f578dd9d9524241adb85733f67bf0c5969326a6740e20e5f5e,0x0000000000000000000000000000000000000000000000000000000017d78400,0x0000000000000000000000000000000000000000000000000000000000000000,1
18732000,33,0xb87043338e7d2e4bfc3ae3f5ba403481c591ba00e4b3c05f30440cae6c78a0e4,0xdac17f958d2ee523a2206206994597c13d831ec7,0xace14cc8f330e807faa3a01cebeb107d7c5b5c2146ce5dd681a01d158f45af96,0x0000000000000000000000000000000000000000000000000000000324ff5e87,0x000000000000000000000000000000000000000000000000000000033cd6e287,1
18732000,34,0x2dc3dbffc254889b0b1407b5d9a9837321fae5006cb98ad8835bf839f0bb6604,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x0bf70062bd3ac803760c11ed6fb489148b8b5e0e5885725a75996bc38b593c22,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000013ab6680,1
18732000,34,0x2dc3dbffc254889b0b1407b5d9a9837321fae5006cb98ad8835bf839f0bb6604,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x1200fbb72ed414a6878b4497e4c94889c9b143598018aefe25219c2354d59be8,0x0000000000000000000000000000000000000000000000000000000026349420,0x0000000000000000000000000000000000000000000000000000000012892da0,1
18732000,36,0x749297d44dd4c03e47b276d2d11205c75a598379e6c87954f0df5a958807f97b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x91efcc25886ebd22a3f777e6dad7b59ff6d5ca82a1ba537d708a88effe0d5d35,0x0000000000000000000000000000000000000000000000000000000363a2cf38,0x0000000000000000000000000000000000000000000000000000000364c72e3d,1
18732000,36,0x749297d44dd4c03e47b276d2d11205c75a598379e6c87954f0df5a958807f97b,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xecd250dfea5a41ee2fb3a2535520cc1cd412a0ef452970d5ea2286a686c789a5,0x0000000000000000000000000000000000000000000000000000000001245f05,0x0000000000000000000000000000000000000000000000000000000000000000,1
18732000,37,0x6ddc8c0b89182eed6eb6e12046e24aadb3bff66c859dc4a3d1855d79f95a68da,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x69de22a4b724bbfaf5b362dcd4ee5baa76d117ec4172171dc391cb5e2c61c7e4,0x000000000000000000000000000000000000000000000000000000000070e1d8,0x0000000000000000000000000000000000000000000000000000000000000000,1
18732000,37,0x6ddc8c0b89182eed6eb6e12046e24aadb3bff66c859dc4a3d1855d79f95a68da,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x91efcc25886ebd22a3f777e6dad7b59ff6d5ca82a1ba537d708a88effe0d5d35,0x0000000000000000000000000000000000000000000000000000000364c72e3d,0x0000000000000000000000000000000000000000000000000000000365381015,1
18732000,40,0x081072a126cbe8c2c75b229c8138f308e6cdf3b9a3996676019a4d6b8e2a7643,0xdac17f958d2ee523a2206206994597c13d831ec7,0xd2cbd1dc2591e9c4a7316123ad6db3a7ced92eb0105cd2fa7f54c16490a06ecd,0x0000000000000000000000000000000000000000000000000000033c3c2f4b66,0x000000000000000000000000000000000000000000000000000003341605ad66,1
18732000,40,0x081072a126cbe8c2c75b229c8138f308e6cdf3b9a3996676019a4d6b8e2a7643,0xdac17f958d2ee523a2206206994597c13d831ec7,0xf85223243c50d530645e33673be3af4a07206c0679c546164ad217d6c3575507,0x0000000000000000000000000000000000000000000000000000000000000000,0x0000000000000000000000000000000000000000000000000000000826299e00,1
18732000,42,0x6e5e0405cce276e43877de1bfdf7de5211fd3d3ecb4c74ebcc94b5cf78d36b0f,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0ee3f362fc8eb31ea2d988cd99aa98d0c0c19a2cb40939608413266d366b42ad,0x0000000000000000000000000000000000000000000000000000000000000000,0x000000000000000000000000000000000000000000000000000000003b9aca00,1
18732000,42,0x6e5e0405cce276e43877de1bfdf7de5211fd3d3ecb4c74ebcc94b5cf78d36b0f,0xdac17f958d2ee523a2206206994597c13d831ec7,0x1a8a0c2ef73d3936b933c7140e96a62415fe667067b5541141136c03c5550b8d,0x000000000000000000000000000000000000000000000000000000003f07ee1c,0x00000000000000000000000000000000000000000000000000000000036d241c,1
